votu,taxa,consensus_domain,sub_domain_consensus
4Wh2oV_72h_scaffold_312296,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_312820,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_314652,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_314739,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_315041,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_72h_scaffold_315150,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Tetrasphaera,unclassified Tetrasphaera",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_31569,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_315723,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_316180,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_316194,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_316328,"Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus geothermalis",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_316544,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,unclassified Rhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_317414,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_317718,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_317952,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_318,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unclassified Cupriavidus",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_318528,"Bacteria,Terrabacteria group,Firmicutes,Clostridia",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_318831,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_319679,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,unclassified Romboutsia",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_319897,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_319966,"Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus",Bacteria,Acidobacteria
4Wh2oV_72h_scaffold_320186,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_320260,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_320591,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces olivoreticuli",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_320769,Bacteria,Bacteria,Bacteria
4Wh2oV_72h_scaffold_320919,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Eubacteriales incertae sedis,Intestinimonas",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_321009,"Bacteria,PVC group,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae",Bacteria,Chlamydiae
4Wh2oV_72h_scaffold_321233,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_321496,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,unclassified Actinomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_321971,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_322056,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,unclassified Mycobacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_322130,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_32240,"Bacteria,Proteobacteria",Bacteria,Proteobacteria
4Wh2oV_72h_scaffold_322991,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_323232,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,unclassified Rubrobacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_323413,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Phytohabitans",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_323649,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea stewartii,Pantoea stewartii subsp. stewartii",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_324036,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_325057,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_326428,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_328006,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes friuliensis",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_328574,"Bacteria,Terrabacteria group,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_328935,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_329120,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_329371,"Bacteria,FCB group,Bacteroidetes/Chlorobi group",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_72h_scaffold_329529,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_329535,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinocatenispora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_329751,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_329896,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_330487,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_330720,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_331257,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,unclassified Clostridium",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_331366,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nonomuraea",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_331400,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_331549,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_331613,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_331911,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_333049,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_333561,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_334082,"Bacteria,PVC group,Chlamydiae,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis",Bacteria,Chlamydiae
4Wh2oV_72h_scaffold_33474,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_334791,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_335521,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus,unclassified Streptacidiphilus",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_336016,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Mesobacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_336147,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Ruaniaceae,Ruania,unclassified Ruania",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_336174,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_72h_scaffold_336276,"Bacteria,Terrabacteria group,Actinobacteria,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_336815,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_336999,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Oxynema,Oxynema aestuarii",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_337093,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_337267,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_337452,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Phytohabitans",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_337695,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_338272,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Terricaulis",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_338762,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_338979,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified Pseudomonas",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_339176,"Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_339808,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_340655,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_341064,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_341493,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Desulfoscipio gibsoniae",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_341551,"Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema denticola",Bacteria,other bacterial phyla
4Wh2oV_72h_scaffold_342246,cellular organisms,unknown,unknown
4Wh2oV_72h_scaffold_342312,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_342870,"Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_342967,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Orrella",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_343028,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,unclassified Gordonia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_343130,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,unclassified Actinoplanes",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_343503,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_343881,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agrococcus,unclassified Agrococcus",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_345154,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_346009,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,unclassified Arthrobacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_346033,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Symmachiella",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_346104,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_346767,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_346968,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Lentzea",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_347144,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_347267,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,unclassified Actinomadura",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_347947,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_34844,cellular organisms,unknown,unknown
4Wh2oV_72h_scaffold_348495,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Candidatus Formimonas",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_348595,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_348783,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium,Sinorhizobium medicae",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_349317,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_350030,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,unclassified Mesorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_350565,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_350710,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,unclassified Planctomyces",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_350765,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_35118,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Frigoriglobus",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_351221,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Polymorphospora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_351824,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_352323,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_353921,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,unclassified Gordonia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_353951,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinocatenispora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_354025,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,unclassified Pseudonocardia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_354291,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_354455,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_355060,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_355219,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_72h_scaffold_355295,"Bacteria,Actinobacteria",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_356092,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_357236,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Kaustia",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_35819,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_358228,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_358278,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_359744,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Thermomonospora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_360210,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces collinus",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_3606,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_360723,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_361140,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_36124,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_36209,cellular organisms,unknown,unknown
4Wh2oV_72h_scaffold_362117,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Thermobifida",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_363072,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Pirellulimonas",Bacteria,Planctomycetes
