votu,taxa,consensus_domain,sub_domain_consensus
12C16O_48h_100_unf_scaffold_1107596,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii",Bacteria,Alphaproteobacteria
12C16O_48h_100_unf_scaffold_1143912,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_130050,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group",Bacteria,Firmicutes
12C16O_48h_100_unf_scaffold_164120,"Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_18535,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera evergladensis",Archaea,Archaea
12C16O_48h_100_unf_scaffold_199785,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa",Bacteria,Firmicutes
12C16O_48h_100_unf_scaffold_203213,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus flavithermus",Bacteria,Firmicutes
12C16O_48h_100_unf_scaffold_215572,"Bacteria,Terrabacteria group,Actinobacteria,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_23098,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales",Bacteria,Firmicutes
12C16O_48h_100_unf_scaffold_233343,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_233890,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula",Bacteria,Planctomycetes
12C16O_48h_100_unf_scaffold_279075,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus",Bacteria,Terrabacteria group
12C16O_48h_100_unf_scaffold_299040,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora acidiphila",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_330341,"Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,unclassified Methylococcus",Bacteria,Gammaproteobacteria
12C16O_48h_100_unf_scaffold_423037,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis",Archaea,Archaea
12C16O_48h_100_unf_scaffold_522422,"Bacteria,Terrabacteria group,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_531081,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Anaeromyxobacteraceae,Anaeromyxobacter,unclassified Anaeromyxobacter",Bacteria,delta/epsilon subdivisions
12C16O_48h_100_unf_scaffold_565972,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia",Bacteria,Firmicutes
12C16O_48h_100_unf_scaffold_602308,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,unclassified Rubrobacter",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_721179,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis",Archaea,Archaea
12C16O_48h_100_unf_scaffold_75377,"Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,unclassified Methylococcus",Bacteria,Gammaproteobacteria
12C16O_48h_100_unf_scaffold_76817,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_780046,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium leguminosarum",Bacteria,Alphaproteobacteria
12C16O_48h_100_unf_scaffold_825332,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group",Bacteria,Firmicutes
12C16O_48h_100_unf_scaffold_85972,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,unclassified Kutzneria",Bacteria,Actinobacteria
12C16O_48h_100_unf_scaffold_86494,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis",Archaea,Archaea
12C16O_48h_100_unf_scaffold_893702,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex",Bacteria,Betaproteobacteria
12C16O_48h_100_unf_scaffold_974565,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Calotrichaceae,Calothrix,unclassified Calothrix",Bacteria,Terrabacteria group
12C16O_48h_100_unf_scaffold_982975,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,unclassified Arthrobacter",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_1026826,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_1048278,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_1055750,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,unclassified Kutzneria",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_109638,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae",Archaea,Archaea
12C16O_48h_50_unf_scaffold_1101922,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_1146631,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_1150333,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax",Bacteria,Betaproteobacteria
12C16O_48h_50_unf_scaffold_1184368,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces xinghaiensis",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_126530,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,unclassified Geomonas",Bacteria,delta/epsilon subdivisions
12C16O_48h_50_unf_scaffold_1279879,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Cellulosimicrobium",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_1307113,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,unclassified Rhizobium",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_138129,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus",Bacteria,delta/epsilon subdivisions
12C16O_48h_50_unf_scaffold_154649,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_155746,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,unclassified Roseococcus",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_179040,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_29176,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_327461,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_410040,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_425273,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,unclassified Microbacterium",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_45063,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Modestobacter",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_498986,"Bacteria,Terrabacteria group,Actinobacteria,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_552117,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_575069,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Candidatus Nitrosocaldales,Candidatus Nitrosocaldaceae",Archaea,Archaea
12C16O_48h_50_unf_scaffold_585291,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_662051,"Bacteria,Terrabacteria group,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya",Bacteria,Actinobacteria
12C16O_48h_50_unf_scaffold_670974,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium",Bacteria,Alphaproteobacteria
12C16O_48h_50_unf_scaffold_913925,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Phytohabitans",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_101368,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_104649,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,unclassified Phycicoccus",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_1062075,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_1089880,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Nitrososphaera viennensis",Archaea,Archaea
12C16O_72h_100_unf_scaffold_110217,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae",Bacteria,Alphaproteobacteria
12C16O_72h_100_unf_scaffold_1214589,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex",Bacteria,Betaproteobacteria
12C16O_72h_100_unf_scaffold_142716,"Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,unclassified Methylococcus",Bacteria,Gammaproteobacteria
12C16O_72h_100_unf_scaffold_15665,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_174300,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,unclassified Geomonas",Bacteria,delta/epsilon subdivisions
12C16O_72h_100_unf_scaffold_215744,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales",Bacteria,Firmicutes
12C16O_72h_100_unf_scaffold_222605,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis",Archaea,Archaea
12C16O_72h_100_unf_scaffold_239566,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,unclassified Rubrobacter",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_244510,"Bacteria,Terrabacteria group,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma",Bacteria,Terrabacteria group
12C16O_72h_100_unf_scaffold_26882,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Nitrososphaera viennensis",Archaea,Archaea
12C16O_72h_100_unf_scaffold_271653,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_286448,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas",Bacteria,Alphaproteobacteria
12C16O_72h_100_unf_scaffold_299469,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae",Archaea,Archaea
12C16O_72h_100_unf_scaffold_359976,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii",Bacteria,Alphaproteobacteria
12C16O_72h_100_unf_scaffold_435864,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium",Bacteria,Firmicutes
12C16O_72h_100_unf_scaffold_461458,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_486443,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Anaeromyxobacteraceae,Anaeromyxobacter,unclassified Anaeromyxobacter",Bacteria,delta/epsilon subdivisions
12C16O_72h_100_unf_scaffold_492905,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Neomicrococcus",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_501484,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium",Bacteria,Firmicutes
12C16O_72h_100_unf_scaffold_634142,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae",Bacteria,Alphaproteobacteria
12C16O_72h_100_unf_scaffold_670550,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_705982,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,unclassified Rubrobacter",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_73924,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_807814,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia",Bacteria,Actinobacteria
12C16O_72h_100_unf_scaffold_845524,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas",Bacteria,Gammaproteobacteria
12C16O_72h_100_unf_scaffold_995687,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1000109,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_100038,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1000592,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1001178,"Bacteria,Terrabacteria group,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1001347,"Bacteria,Terrabacteria group,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,unclassified Iamia",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1001475,"Bacteria,PVC group,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter",Bacteria,Verrucomicrobia
4Wh2oV_0h_scaffold_1001652,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1001760,"Bacteria,Proteobacteria,Alphaproteobacteria",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1001933,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium leguminosarum",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_100204,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1002686,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Tuwongella",Bacteria,Planctomycetes
4Wh2oV_0h_scaffold_1003417,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1004242,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",Bacteria,Gammaproteobacteria
4Wh2oV_0h_scaffold_1004403,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1004709,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1005071,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,Mahella australiensis",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1005383,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1005601,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_100563,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,Exiguobacterium antarcticum",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1006021,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1006101,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_100675,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1006857,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1007026,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1007271,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unclassified Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1007457,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1008507,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1008863,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium zucineum",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1008952,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diastaticus group",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1010103,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1010208,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,unclassified Janthinobacterium",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1010234,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
