taxonID,taxonomy,domain,phylum,class,order,family,genus,comparisonID,trt.code.1,trt.code.2,time,ape.obs,ape.boot.mean,ape.boot.median,ape.boot.CI.L,ape.boot.CI.U,b.obs,b.boot.mean,b.boot.median,b.boot.CI.L,b.boot.CI.U,f.gross.obs,f.gross.boot.mean,f.gross.boot.median,f.gross.boot.CI.L,f.gross.boot.CI.U,message,comparisonID.pop,group.code.0,group.code.t,r.net.obs,r.net.boot.mean,r.net.boot.median,r.net.boot.CI.L,r.net.boot.CI.U,f.net.obs,f.net.boot.mean,f.net.boot.median,f.net.boot.CI.L,f.net.boot.CI.U,N.tot.T0.obs.mean,N.tot.T0.boot.mean,N.tot.T0.boot.median,N.tot.T0.boot.CI.L,N.tot.T0.boot.CI.U,N.tot.Tt.obs.mean,N.tot.Tt.boot.mean,N.tot.Tt.boot.median,N.tot.Tt.boot.CI.L,N.tot.Tt.boot.CI.U,message.pop,d.obs,d.boot.mean,d.boot.median,d.boot.CI.L,d.boot.CI.U,f.death.obs,f.death.boot.mean,f.death.boot.median,f.death.boot.CI.L,f.death.boot.CI.U,N.light.Tt.obs,N.light.Tt.boot.mean,N.light.Tt.boot.median,N.light.Tt.boot.CI.L,N.light.Tt.boot.CI.U,sub_domain_consensus
sip5393,d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Cystobacteraceae;g_Anaeromyxobacter,d_Bacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Myxococcales,f_Cystobacteraceae,g_Anaeromyxobacter,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,-0.047799098,-0.048270144,-0.046934834,-0.209985328,0.061869628,-60294.63102,-61546.01113,-57574.69685,-263790.6065,74089.06071,-1004.910517,-1025.766852,-959.5782809,-4396.510109,1234.817679,none,T0.15,t0_16O,t168_16O.t168_18O,-575110.4232,-572985.0894,-571872.5896,-759650.6331,-404805.2209,-9585.173721,-9549.751491,-9531.209827,-12660.84388,-6746.753681,7290724.311,7276048.14,7290724.311,6196695.224,8630294.074,3264951.348,3265152.514,3264951.348,2688605.346,3813864.688,none,-514815.7922,-511439.0783,-514773.9401,-737268.2246,-262153.6953,-8580.263204,-8523.984638,-8579.565668,-12287.80374,-4369.228254,3445835.241,3449790.548,3444206.27,2718362.19,4192192.083,Deltaproteobacteria
sip176,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,-0.03730398,-0.037443901,-0.035659208,-0.170174376,0.08652268,-37197.7976,-37805.45236,-34369.4846,-169973.5035,90325.42651,-619.9632934,-630.0908727,-572.8247433,-2832.891725,1505.423775,none,T0.15,t0_16O,t168_16O.t168_18O,-549069.9325,-550889.2602,-557031.032,-777518.0106,-294675.9645,-9151.165542,-9181.48767,-9283.850534,-12958.63351,-4911.266075,6388961.903,6403475.34,6388961.903,4391355.708,8060445.335,2545472.376,2547250.518,2535112.222,2051814.932,3031307.484,none,-511872.1349,-513083.8078,-517808.263,-771552.6579,-220405.5458,-8531.202249,-8551.396797,-8630.137716,-12859.21097,-3673.425764,2657065.768,2660666.875,2658469.968,2057505.614,3301750.09,Actinobacteria
sip1016,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp3;o_Gp3;f_Gp3;g_Gp3,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp3,o_Gp3,f_Gp3,g_Gp3,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.195851451,0.195973845,0.192792123,0.035218679,0.353556446,188427.3315,187060.2036,183798.996,39224.9505,348688.7787,3140.455525,3117.67006,3063.316599,653.749175,5811.479646,none,T0.15,t0_16O,t168_16O.t168_18O,-331322.8425,-329090.2457,-332712.8,-700588.6418,100885.4746,-5522.047374,-5484.837428,-5545.213333,-11676.47736,1681.424577,6787275.567,6780903.747,6787275.567,5238091.042,8431818.386,4468015.67,4477272.028,4400744.943,2389415.469,7089528.043,none,-519750.1739,-516150.4493,-523623.4898,-938955.2391,-71456.20386,-8662.502899,-8602.507489,-8727.058163,-15649.25398,-1190.936731,3902733.676,3916091.417,3810530.997,1727097.26,6659278.699,Acidobacteria
sip297,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Nocardioidaceae;g_Nocardioides,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Nocardioidaceae,g_Nocardioides,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.277424675,0.277223532,0.279948982,0.178467115,0.354775739,293872.747,291414.9563,294529.8233,196717.1883,365180.303,4897.879116,4856.915938,4908.830388,3278.619805,6086.338384,none,T0.15,t0_16O,t168_16O.t168_18O,-238786.2296,-241275.6472,-244971.3007,-607985.4675,179399.6313,-3979.770493,-4021.260787,-4082.855012,-10133.09112,2989.993855,5321357.236,5343911.132,5321357.236,2201644.192,7922905.072,3649853.629,3654981.601,3678951.187,2723215.371,4414368.054,none,-532658.9765,-532690.6035,-538298.8926,-906610.6906,-110094.0886,-8877.649609,-8878.176726,-8971.648211,-15110.17818,-1834.901476,2768235.388,2780736.732,2814129.481,1843462.946,3581157.642,Actinobacteria
sip5396,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp1;o_Granulicella;f_Granulicella;g_Granulicella,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp1,o_Granulicella,f_Granulicella,g_Granulicella,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.170775952,0.170378143,0.170670894,0.123087114,0.217719321,63103.53224,63065.24688,62544.04919,43013.37593,86120.76798,1051.725537,1051.087448,1042.40082,716.8895988,1435.346133,none,T0.15,t0_16O,t168_16O.t168_18O,-469838.3316,-472142.1932,-476297.9153,-682518.4959,-206850.4051,-7830.638861,-7869.036553,-7938.298589,-11375.30827,-3447.506752,4940628.108,4958969.941,4940628.108,3006311.287,6214997.039,1651759.787,1653974.589,1644515.445,1183222.355,2242695.436,none,-532941.8639,-535207.4401,-539251.3392,-743281.6299,-273503.5096,-8882.364398,-8920.124001,-8987.52232,-12388.02717,-4558.391826,1462449.19,1464778.848,1440283.999,964144.6911,2066849.601,Acidobacteria
sip5400,d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria,d_Bacteria,p_unclassified_Bacteria,c_unclassified_Bacteria,o_unclassified_Bacteria,f_unclassified_Bacteria,g_unclassified_Bacteria,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.050759743,0.050821891,0.050851448,-0.004246765,0.105742732,36535.64282,36797.94632,34690.03735,-2563.502767,84756.31378,608.9273803,613.2991054,578.1672891,-42.72504611,1412.60523,Warning: no occurrences in rep rA_t48_16O & rB_t168_16O (t48_16O/t3_16O/t72_16O/t168_16O/t24_16O),T0.15,t0_16O,t168_16O.t168_18O,-508582.1768,-509156.9739,-513135.6378,-824588.551,-152673.4968,-8476.369613,-8485.949566,-8552.26063,-13743.14252,-2544.558281,4821921.104,4819515.014,4821921.104,2077802.231,7033857.881,1261845.867,1255416.197,1251570.818,526427.7373,2049245.022,Warning: no occurrences in rep rB_t168_16O (t168_16O/t168_18O),-545117.8196,-545954.9203,-549518.3524,-853060.3895,-199941.9409,-9085.296993,-9099.248671,-9158.639206,-14217.67316,-3332.365682,1152238.938,1145022.358,1129151.198,398800.8306,1926420.545,unclassified
sip5356,d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae 1;g_Geobacillus,d_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae 1,g_Geobacillus,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.177331751,0.176877075,0.177350715,0.129954532,0.218116549,533828.178,531888.9707,534500.519,390820.5448,651167.7415,8897.136301,8864.816178,8908.341984,6513.675747,10852.79569,none,T0.15,t0_16O,t168_16O.t168_18O,-41327.18554,-39536.48243,-23339.68703,-460852.5897,333725.883,-688.7864256,-658.9413739,-388.9947838,-7680.876495,5562.098051,13937980.5,13934699.26,13937980.5,12453572.99,16304094.18,13648690.2,13657943.89,13720055.11,11534217.63,15568834.42,none,-575155.3636,-571425.4531,-553032.114,-1015617.653,-167292.5215,-9585.922726,-9523.757552,-9217.2019,-16926.96089,-2788.208692,12047205.66,12062276.97,12097388.85,9929168.33,14001267.83,Firmicutes
sip755,d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium,d_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Rhizobiaceae,g_Rhizobium,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.342996264,0.343496984,0.340148365,0.239925152,0.468915961,379296.6447,374862.7154,371499.8994,215988.6,556606.9873,6321.610746,6247.711923,6191.66499,3599.81,9276.783122,none,T0.15,t0_16O,t168_16O.t168_18O,-165500.3198,-165826.4022,-177394.3579,-545718.818,270476.3937,-2758.338663,-2763.77337,-2956.572632,-9095.313633,4507.939895,4482356.161,4482629.983,4482356.161,1692457.849,6516453.197,3323853.922,3321845.168,3245201.446,1675504.863,5359591.512,none,-544796.9645,-540689.1176,-553650.8482,-971266.2022,-53394.01895,-9079.949409,-9011.485293,-9227.514136,-16187.77004,-889.9003159,2185963.988,2197257.021,2113750.988,550964.7746,4238301.549,Alphaproteobacteria
sip364,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp16;o_Gp16;f_Gp16;g_Gp16,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp16,o_Gp16,f_Gp16,g_Gp16,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.090228642,0.090604428,0.092840071,-0.039282037,0.188655964,86803.90089,85723.04112,88024.36712,-38238.235,186310.7276,1446.731682,1428.717352,1467.072785,-637.3039166,3105.178794,none,T0.15,t0_16O,t168_16O.t168_18O,-506049.0128,-508717.8738,-506373.8408,-744018.6153,-306754.3488,-8434.150213,-8478.63123,-8439.564013,-12400.31025,-5112.57248,6522500.446,6541620.919,6522500.446,5169583.242,8087937.835,2980157.356,2980595.802,3002750.424,2136235.598,3674685.859,none,-592852.9137,-594440.9149,-590133.4335,-838667.7124,-349010.1727,-9880.881895,-9907.348582,-9835.557226,-13977.79521,-5816.836212,2719745.653,2723426.679,2745656.968,1858540.849,3483965.974,Acidobacteria
sip46,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Pseudonocardiaceae;g_Pseudonocardia,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Pseudonocardiaceae,g_Pseudonocardia,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,-0.038736868,-0.039015565,-0.037678591,-0.092209769,0.003306623,-58721.65633,-59666.67442,-56910.71015,-144199.973,4642.302908,-978.6942722,-994.4445737,-948.5118358,-2403.332883,77.37171513,none,T0.15,t0_16O,t168_16O.t168_18O,-655161.0513,-666873.4146,-655166.9564,-1533553.473,-106340.4189,-10919.35085,-11114.55691,-10919.44927,-25559.22455,-1772.340316,9373636.1,9444307.705,9373636.1,6010182.359,15838092.78,4787508.741,4776193.803,4773318.832,3842486.224,5657207.486,none,-596439.395,-607206.7402,-596296.9345,-1464310.648,-25956.31331,-9940.656583,-10120.11234,-9938.282242,-24405.17746,-432.6052219,4963673.71,4955193.826,4955511.964,4047615.369,5910973.751,Actinobacteria
sip51,d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_unclassified_Oxalobacteraceae,d_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Oxalobacteraceae,g_unclassified_Oxalobacteraceae,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.152823417,0.152961564,0.153036199,0.089653604,0.214193069,263581.1559,262737.1424,258911.9098,144370.3779,393045.1409,4393.019265,4378.952374,4315.198497,2406.172965,6550.752348,Warning: no occurrences in rep rB_t168_16O (t3_16O/t48_16O/t168_16O/t72_16O/t24_16O),T0.15,t0_16O,t168_16O.t168_18O,-338426.7663,-345194.8726,-338796.9356,-790993.5473,69226.8651,-5640.446105,-5753.247877,-5646.615593,-13183.22579,1153.781085,7562818.84,7593569.19,7562818.84,5229205.702,10024065.97,5193831.476,5177205.082,5270078.344,2867242.125,7079964.347,Warning: no occurrences in rep rB_t168_16O (t168_16O/t168_18O),-602007.9222,-607932.0151,-607855.6096,-1080470.308,-165238.509,-10033.46537,-10132.20025,-10130.92683,-18007.83846,-2753.97515,4403088.008,4388993.655,4473851.974,2042268.747,6314859.262,Betaproteobacteria
sip387,d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_unclassified_Betaproteobacteria;f_unclassified_Betaproteobacteria;g_unclassified_Betaproteobacteria,d_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_unclassified_Betaproteobacteria,f_unclassified_Betaproteobacteria,g_unclassified_Betaproteobacteria,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.270553842,0.271162594,0.270797274,0.217665569,0.329502507,601645.9128,597101.4724,593310.2312,470483.7953,743698.1683,10027.43188,9951.691206,9888.503854,7841.396589,12394.96947,none,T0.15,t0_16O,t168_16O.t168_18O,-20429.61927,-25340.01634,-13869.23345,-466073.1677,367405.3603,-340.4936545,-422.3336056,-231.1538909,-7767.886129,6123.422671,8542506.84,8575968.313,8542506.84,6475867.141,11728054.64,8399499.505,8398588.198,8404296.506,7039964.831,9845328.766,none,-622075.532,-622441.4887,-618016.1104,-1080390.852,-195709.6388,-10367.92553,-10374.02481,-10300.26851,-18006.51421,-3261.827313,6594561.766,6607283.781,6610182.124,5170069.256,8123379.096,Betaproteobacteria
sip5361,d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Rhodocyclaceae;g_unclassified_Rhodocyclaceae,d_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Rhodocyclales,f_Rhodocyclaceae,g_unclassified_Rhodocyclaceae,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.167237431,0.167304023,0.168796034,0.105945712,0.218756309,475345.3106,474594.0697,479002.0763,306038.5028,632075.5564,7922.421843,7909.901161,7983.367938,5100.641714,10534.59261,none,T0.15,t0_16O,t168_16O.t168_18O,-158410.0624,-160476.0803,-166856.3605,-568082.0819,250047.2565,-2640.167706,-2674.601338,-2780.939342,-9468.034698,4167.454275,13171147.61,13197881.85,13171147.61,10876634.19,15216061.71,12062277.17,12074549.29,12105280.79,10039049.77,14085504.56,none,-633755.373,-635070.1499,-637264.7729,-1075585.495,-188469.7897,-10562.58955,-10584.5025,-10621.07955,-17926.42492,-3141.163162,10636241.24,10650767.08,10683207.38,8462939.346,12725475.47,Betaproteobacteria
sip5395,d_Bacteria;p_Gemmatimonadetes;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_Gemmatimonas,d_Bacteria,p_Gemmatimonadetes,c_Gemmatimonadetes,o_Gemmatimonadales,f_Gemmatimonadaceae,g_Gemmatimonas,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.540265078,0.539396398,0.535340775,0.297842902,0.82615818,318048.0468,310936.5926,305428.6585,172629.8233,486066.6942,5300.80078,5182.276543,5090.477642,2877.163722,8101.111569,Warning: no occurrences in rep rA_t72_16O & rC_t24_16O (t3_16O/t72_16O/t24_16O/t48_16O/t168_16O),T0.15,t0_16O,t168_16O.t168_18O,-328056.5779,-334526.4711,-330349.4391,-1040475.48,192016.567,-5467.609631,-5575.441185,-5505.823986,-17341.25799,3200.276116,3814735.778,3873222.141,3814735.778,1015474.71,9168727.906,1518339.733,1531536.844,1502289.704,373362.6965,2957661.587,none,-646104.6247,-645463.0637,-640733.9316,-1333430.768,-67306.2676,-10768.41041,-10757.71773,-10678.89886,-22223.84613,-1121.771127,564195.5925,598727.0661,564648.0899,-683897.8533,2089980.78,Gemmatimonadetes
sip2531,d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria,d_Bacteria,p_unclassified_Bacteria,c_unclassified_Bacteria,o_unclassified_Bacteria,f_unclassified_Bacteria,g_unclassified_Bacteria,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,-0.040933958,-0.041070528,-0.038284154,-0.13333463,0.030944521,-82863.26925,-83456.02414,-75638.24483,-264822.5493,57218.07583,-1381.054488,-1390.933736,-1260.637414,-4413.709154,953.6345971,none,T0.15,t0_16O,t168_16O.t168_18O,-743842.5032,-751237.4076,-736652.7209,-1370461.148,-261785.5136,-12397.37505,-12520.62346,-12277.54535,-22841.01913,-4363.091893,10688655.28,10741811.74,10688655.28,7185882.039,15132999.55,5481757.758,5483149.884,5466975.826,4636667.838,6341530.821,none,-660979.234,-667781.3835,-663070.6267,-1237201.857,-114780.8281,-11016.32057,-11129.68972,-11051.17711,-20620.03095,-1913.013802,5730347.565,5733517.957,5720961.985,4786311.743,6753495.495,unclassified
sip124,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,-0.081230815,-0.080321677,-0.078755524,-0.152209619,-0.02152126,-110598.1182,-109555.4459,-105336.6136,-219980.2666,-26063.62631,-1843.30197,-1825.924099,-1755.610226,-3666.337777,-434.3937718,none,T0.15,t0_16O,t168_16O.t168_18O,-782065.0711,-784890.0097,-779333.1215,-1093781.984,-508228.4228,-13034.41785,-13081.50016,-12988.88536,-18229.69973,-8470.473713,9287081.779,9310589.827,9287081.779,8126697.721,11448344.54,3812626.282,3816359.76,3812626.282,2688503.397,4949443.143,none,-671466.9529,-675334.5638,-674301.4494,-1003883.296,-387883.8268,-11191.11588,-11255.57606,-11238.35749,-16731.38827,-6464.730446,4144420.636,4145026.097,4141979.75,2915062.455,5344240.315,Actinobacteria
sip5296,d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus,d_Bacteria,p_Deinococcus-Thermus,c_Deinococci,o_Thermales,f_Thermaceae,g_Thermus,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.181435667,0.181292478,0.181133835,0.134128153,0.231276561,421618.1981,420311.5211,417929.8783,309531.5864,537026.291,7026.969968,7005.192019,6965.497972,5158.859773,8950.438183,none,T0.15,t0_16O,t168_16O.t168_18O,-250486.9222,-251424.2623,-255849.4535,-693592.8123,226004.9696,-4174.782036,-4190.404371,-4264.157559,-11559.8802,3766.749493,11704040.3,11721422.28,11704040.3,8395961.475,14331220.98,9950631.846,9961452.445,9983954.26,8505920.789,11456563.69,none,-672105.1203,-671735.7834,-678273.2833,-1123399.609,-194461.5262,-11201.752,-11195.59639,-11304.55472,-18723.32682,-3241.025436,8685777.252,8700517.881,8691030.363,7277323.043,10114762.57,Deinococcus-Thermus
sip5422,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.138141749,0.138718693,0.138504332,0.068359714,0.215746697,76418.38167,76405.12363,74586.83826,34272.75447,132269.7267,1273.639694,1273.418727,1243.113971,571.2125745,2204.495445,Warning: no occurrences in rep rA_t72_16O & rC_t24_16O (t168_16O/t3_16O/t48_16O/t72_16O/t24_16O),T0.15,t0_16O,t168_16O.t168_18O,-589548.0342,-594390.0762,-607524.9322,-852639.0585,-279073.0265,-9825.800571,-9906.50127,-10125.41554,-14210.65098,-4651.217109,6448327.783,6470404.996,6448327.783,4180944.097,8003963.618,2321491.543,2309674.462,2299516.864,1350329.512,3377207.035,none,-665966.4159,-670795.1999,-681143.1508,-927831.7066,-350272.9215,-11099.44027,-11179.92,-11352.38585,-15463.86178,-5837.882024,2092236.398,2080459.091,2058480.047,1141771.287,3159259.518,Actinobacteria
sip161,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Acidimicrobiales;f_unclassified_Acidimicrobiales;g_unclassified_Acidimicrobiales,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Acidimicrobiales,f_unclassified_Acidimicrobiales,g_unclassified_Acidimicrobiales,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.047126049,0.047168568,0.04775419,-0.090021938,0.135047011,51525.75505,50055.85471,51669.06641,-95624.25484,144276.1387,858.7625841,834.2642451,861.1511069,-1593.737581,2404.602312,none,T0.15,t0_16O,t168_16O.t168_18O,-634754.9109,-637317.9018,-631560.6807,-854663.0389,-464259.2479,-10579.24851,-10621.96503,-10526.01134,-14244.38398,-7737.654132,7167999.467,7185028.146,7167999.467,6295671.741,8680955.239,2724715.091,2723802.834,2736688.959,1980020.868,3347532.901,none,-686280.6659,-687373.7565,-687719.76,-931100.583,-457640.2362,-11438.0111,-11456.22927,-11461.996,-15518.34305,-7627.33727,2570137.825,2573635.27,2593509.884,1736083.196,3324694.143,Actinobacteria
sip164,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Pseudonocardiaceae;g_Amycolatopsis,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Pseudonocardiaceae,g_Amycolatopsis,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.21121941,0.211286098,0.209462736,0.137569791,0.299693822,173731.0904,172932.0215,168566.3118,103277.5777,266660.3541,2895.518173,2882.200359,2809.438529,1721.292962,4444.339235,none,T0.15,t0_16O,t168_16O.t168_18O,-513272.2483,-519379.0671,-524887.2389,-1020581.351,-44283.20003,-8554.537471,-8656.317784,-8748.120649,-17009.68918,-738.0533339,6850117.737,6896011.188,6850117.737,3354780.338,10518938.38,3257211.999,3260357.718,3194850.59,2409127.734,4318284.351,none,-687003.3386,-692311.0886,-694110.7559,-1183004.429,-203148.905,-11450.05564,-11538.51814,-11568.5126,-19716.74049,-3385.815083,2736018.728,2741561.654,2698068.413,1818650.941,3834336.029,Actinobacteria
sip289,d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_unclassified_Rhizobiales;g_unclassified_Rhizobiales,d_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_unclassified_Rhizobiales,g_unclassified_Rhizobiales,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.166942877,0.166916491,0.169068426,0.093417364,0.232114086,295464.8233,292301.2495,294799.6573,168863.3129,397339.9383,4924.413721,4871.687492,4913.327621,2814.388549,6622.332306,none,T0.15,t0_16O,t168_16O.t168_18O,-410714.3092,-413306.6925,-422701.6685,-754303.9467,-61272.28942,-6845.238487,-6888.444875,-7045.027808,-12571.73244,-1021.204824,9433338.837,9462510.217,9433338.837,7114541.609,11730701.93,6558338.672,6569363.369,6544047.638,5540184.577,7801364.743,none,-706179.1325,-705607.942,-712638.8988,-1041143.02,-330209.4734,-11769.65221,-11760.13237,-11877.31498,-17352.38366,-5503.491223,5671944.202,5692459.621,5660803.268,4616479.986,7004695.131,Alphaproteobacteria
sip17,d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Microvirga,d_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Methylobacteriaceae,g_Microvirga,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.05987171,0.059894756,0.062154773,-0.033835006,0.130790336,201217.6995,201095.2795,206994.9767,-109233.2577,441264.7547,3353.628326,3351.587992,3449.916278,-1820.554294,7354.412578,none,T0.15,t0_16O,t168_16O.t168_18O,-509052.541,-514175.3136,-504425.0541,-997712.1544,-73515.14081,-8484.209016,-8569.58856,-8407.084235,-16628.53591,-1225.252347,14255472.96,14292979.45,14255472.96,11577224.22,17317508.04,10692105.18,10693752.26,10692105.18,8945648.033,12532705.6,none,-710270.2405,-715270.5931,-720490.4895,-1286827.707,-157802.3894,-11837.83734,-11921.17655,-12008.17483,-21447.12845,-2630.039824,10088452.08,10090466.42,10084143.85,8080646.172,12190519.32,Alphaproteobacteria
sip309,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp6;o_Gp6;f_Gp6;g_Gp6,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp6,o_Gp6,f_Gp6,g_Gp6,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,0.218843293,0.219014407,0.216249657,0.093717737,0.361525479,302452.0896,301919.6984,303410.431,125993.5131,479161.9452,5040.86816,5031.994974,5056.840517,2099.891885,7986.03242,none,T0.15,t0_16O,t168_16O.t168_18O,-462262.3215,-459274.0027,-459559.3483,-870023.2062,-76752.84963,-7704.372024,-7654.566712,-7659.322472,-14500.38677,-1279.214161,8856899.117,8856485.148,8856899.117,7215398.644,11129003.55,5621062.867,5641567.13,5603328.464,3570706.15,8050881.548,none,-764714.411,-761193.7012,-761378.5669,-1244855.801,-303603.3431,-12745.24018,-12686.56169,-12689.64278,-20747.59668,-5060.055718,4713706.598,4735808.034,4695052.731,2513312.897,7207330.4,Acidobacteria
sip5373,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,5,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t168_18O,168,-0.036698163,-0.036835195,-0.035069827,-0.117208105,0.02271458,-56111.80135,-55866.61598,-53216.42514,-177248.7792,32524.16507,-935.1966892,-931.1102664,-886.940419,-2954.14632,542.0694178,none,T0.15,t0_16O,t168_16O.t168_18O,-843283.1351,-854131.9023,-832684.6887,-1738949.493,-320024.8256,-14054.71892,-14235.53171,-13878.07815,-28982.49156,-5333.747093,10181985.57,10253383.62,10181985.57,6797683.965,16623098.11,4279003.623,4274460.309,4296298.828,3484004.619,4818336.291,none,-787171.3337,-798265.2863,-787301.8559,-1661994.116,-202940.5008,-13119.52223,-13304.42144,-13121.6976,-27699.90193,-3382.34168,4447339.027,4442060.157,4475852.961,3588841.397,5104731.915,Actinobacteria
